NCBI GeneID	Symbol	Description	Transcripts	Ensembl GeneIDs
100218909	COL4A2	collagen type IV alpha 2 chain	2	ENSTGUG00000008766
100218912	MMP17	matrix metallopeptidase 17	1	ENSTGUG00000004593
100218914	CAP1	cyclase associated actin cytoskeleton regulatory protein 1	7	ENSTGUG00000001218
100218915	WDR19	WD repeat domain 19	9	ENSTGUG00000008961
100218916	MGAT4A	alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A	2	ENSTGUG00000010155
100218917	SERBP1	SERPINE1 mRNA binding protein 1	4	ENSTGUG00000010185,ENSTGUG00000022830
100218922	ANOS1	anosmin 1	1	ENSTGUG00000008536
100218924	FGFR3	fibroblast growth factor receptor 3	3	ENSTGUG00000010583
100218929	DHODH	dihydroorotate dehydrogenase (quinone)	2	ENSTGUG00000008256
100218934	BRD7	bromodomain containing 7	1	ENSTGUG00000008471
100218936	FBXO21	F-box protein 21	2	ENSTGUG00000010359
100218937	GOT1	glutamic-oxaloacetic transaminase 1	1	ENSTGUG00000009418
100218941	SLC8B1	solute carrier family 8 member B1	2	ENSTGUG00000009070
100218946	CHFR	checkpoint with forkhead and ring finger domains	3	ENSTGUG00000008181
100218947	SGSM1	small G protein signaling modulator 1	3	ENSTGUG00000007521
100218948	ARMH3	armadillo like helical domain containing 3	4	ENSTGUG00000009880
100218949	PTPN11	protein tyrosine phosphatase non-receptor type 11	1	ENSTGUG00000006795
100218950	PPP2R3B	protein phosphatase 2 regulatory subunit B''beta	3	ENSTGUG00000010681
100218952	EPB41L2	erythrocyte membrane protein band 4.1 like 2	31	ENSTGUG00000011684
100218956	CNOT11	CCR4-NOT transcription complex subunit 11	1	ENSTGUG00000009952
100218957	PPTC7	protein phosphatase targeting COQ7	1	ENSTGUG00000006400
100218958	TADA2B	transcriptional adaptor 2B	1	ENSTGUG00000026011
100218961	ABCB9	ATP binding cassette subfamily B member 9	1	ENSTGUG00000005532
100218965	MTF1	metal regulatory transcription factor 1	2	ENSTGUG00000001500
100218967	TMEM132C	transmembrane protein 132C	1	ENSTGUG00000004861
100218971	LDLRAP1	low density lipoprotein receptor adaptor protein 1	1	ENSTGUG00000001098
100218972	ZBED1	zinc finger BED-type containing 1	2	ENSTGUG00000020103
100218974	GPN2	GPN-loop GTPase 2	3	ENSTGUG00000000990
100218977	HNRNPR	heterogeneous nuclear ribonucleoprotein R	3	ENSTGUG00000000880
100218978	TSHZ3	teashirt zinc finger homeobox 3	2	ENSTGUG00000009016
100218979	SELENON	selenoprotein N	1	ENSTGUG00000001083
100218980	DNAJA2	DnaJ heat shock protein family (Hsp40) member A2	1	ENSTGUG00000029001
100218981	ZBTB49	zinc finger and BTB domain containing 49	2	ENSTGUG00000009920
100218982	ADAT1	adenosine deaminase tRNA specific 1	13	ENSTGUG00000008449
100218985	CCDC186	coiled-coil domain containing 186	3	ENSTGUG00000010893
100218988	R3HCC1	R3H domain and coiled-coil containing 1	2	ENSTGUG00000020064
100218989	TXNL1	thioredoxin like 1	3	ENSTGUG00000017510
100218990	PDZD7	PDZ domain containing 7	4	ENSTGUG00000010061
100218991	SLC7A5	solute carrier family 7 member 5	2	ENSTGUG00000007655
100218992	PI4K2A	phosphatidylinositol 4-kinase type 2 alpha	1	ENSTGUG00000009606
100218993	GUCD1	guanylyl cyclase domain containing 1	1	
100218998	GP1BB	glycoprotein Ib platelet subunit beta	1	ENSTGUG00000028476
100219002	SF3B3	splicing factor 3b subunit 3	1	ENSTGUG00000006082
100219003	MCRIP1	MAPK regulated corepressor interacting protein 1	1	
100219004	HABP4	hyaluronan binding protein 4	2	ENSTGUG00000000508
100219007	LGI1	leucine rich glioma inactivated 1	3	ENSTGUG00000021343
100219008	S1PR3	sphingosine-1-phosphate receptor 3	3	ENSTGUG00000028341
100219009	GGT1	gamma-glutamyltransferase 1	7	ENSTGUG00000010088
100219013	HIC2	HIC ZBTB transcriptional repressor 2	2	ENSTGUG00000008699
100219015	SLC27A6	solute carrier family 27 member 6	2	ENSTGUG00000000343
100219016	TCP1	t-complex 1	1	ENSTGUG00000011409
100219020	ANKEF1	ankyrin repeat and EF-hand domain containing 1	2	ENSTGUG00000006163
100219023	FOXN2	forkhead box N2	5	ENSTGUG00000022926
100219024	FERMT2	FERM domain containing kindlin 2	4	ENSTGUG00000013098,ENSTGUG00000023125
100219028	PEX6	peroxisomal biogenesis factor 6	1	ENSTGUG00000005146
100219029	ITIH5	inter-alpha-trypsin inhibitor heavy chain 5	1	ENSTGUG00000002077
100219035	GTF2A1	general transcription factor IIA subunit 1	1	ENSTGUG00000012378
100219036	FAU	FAU ubiquitin like and ribosomal protein S30 fusion	2	ENSTGUG00000014816,ENSTGUG00000016898
100219039	EGLN3	egl-9 family hypoxia inducible factor 3	1	
100219041	SEZ6	seizure related 6 homolog	2	ENSTGUG00000015889
100219043	SLC8A3	solute carrier family 8 member A3	8	ENSTGUG00000011396
100219044	TBCC	tubulin folding cofactor C	1	
100219045	ARAP1	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1	7	ENSTGUG00000013572
100219046	DDHD1	DDHD domain containing 1	2	ENSTGUG00000013097,ENSTGUG00000027675
100219047	SLC25A22	solute carrier family 25 member 22	4	ENSTGUG00000009826
100219052	FBXO11	F-box protein 11	2	ENSTGUG00000005572
100219054	TRAF5	TNF receptor associated factor 5	7	ENSTGUG00000021131
100219055	MARK3	microtubule affinity regulating kinase 3	14	ENSTGUG00000012848
100219057	CD44	CD44 molecule (IN blood group)	8	ENSTGUG00000010085
100219062	NRG2	neuregulin 2	3	ENSTGUG00000001621
100219065	PPP4R4	protein phosphatase 4 regulatory subunit 4	5	ENSTGUG00000012642
100219067	TAF4	TATA-box binding protein associated factor 4	2	ENSTGUG00000007892
100219068	RIC3	RIC3 acetylcholine receptor chaperone	2	ENSTGUG00000008401
100219071	TXNDC15	thioredoxin domain containing 15	1	ENSTGUG00000027749
100219072	FOXN3	forkhead box N3	9	ENSTGUG00000012441
100219074	CCNG1	cyclin G1	1	ENSTGUG00000021615
100219075	POFUT1	protein O-fucosyltransferase 1	1	ENSTGUG00000018539
100219076	ANGEL1	angel homolog 1	2	ENSTGUG00000012264
100219079	ZNF335	zinc finger protein 335	10	ENSTGUG00000005969
100219081	CRNKL1	crooked neck pre-mRNA splicing factor 1	1	ENSTGUG00000007645
100219082	LTBP2	latent transforming growth factor beta binding protein 2	2	ENSTGUG00000012131
100219087	VPS37C	VPS37C subunit of ESCRT-I	1	ENSTGUG00000018909
100219092	DUSP15	dual specificity phosphatase 15	1	
100219093	CLIP4	CAP-Gly domain containing linker protein family member 4	4	ENSTGUG00000005446
100219095	SNAPC1	small nuclear RNA activating complex polypeptide 1	2	ENSTGUG00000012976
100219096	CHMP4B	charged multivesicular body protein 4B	1	ENSTGUG00000003739
100219098	KLC4	kinesin light chain 4	10	ENSTGUG00000004797
100219099	PAPOLA	poly(A) polymerase alpha	6	ENSTGUG00000012687
100219100	AREL1	apoptosis resistant E3 ubiquitin protein ligase 1	5	ENSTGUG00000012150
100219102	CAMKMT	calmodulin-lysine N-methyltransferase	2	ENSTGUG00000003843
100219103	GDI2	GDP dissociation inhibitor 2	1	ENSTGUG00000001937
100219104	RYR3	ryanodine receptor 3	15	
100219105	TOMM70	translocase of outer mitochondrial membrane 70	1	ENSTGUG00000013631
100219108	EML4	EMAP like 4	1	ENSTGUG00000003388
100219109	RIOX1	ribosomal oxygenase 1	1	ENSTGUG00000021073
100219110	ITPKA	inositol-trisphosphate 3-kinase A	2	ENSTGUG00000010850
100219114	LRRC4C	leucine rich repeat containing 4C	12	ENSTGUG00000010154
100219115	ESRRG	estrogen related receptor gamma	9	ENSTGUG00000002862
100219117	KTN1	kinectin 1	9	ENSTGUG00000013063
100219118	CHAC1	ChaC glutathione specific gamma-glutamylcyclotransferase 1	1	ENSTGUG00000026755
100219120	AMBRA1	autophagy and beclin 1 regulator 1	3	ENSTGUG00000010628
100219124	NADSYN1	NAD synthetase 1	4	ENSTGUG00000005275
100219125	PIP4K2A	phosphatidylinositol-5-phosphate 4-kinase type 2 alpha	2	ENSTGUG00000001191
100219126	DEGS1	delta 4-desaturase, sphingolipid 1	1	ENSTGUG00000021206
100219128	MYO3A	myosin IIIA	2	ENSTGUG00000001156
100219129	LYPLAL1	lysophospholipase like 1	1	ENSTGUG00000002820
100219131	RNH1	ribonuclease/angiogenin inhibitor 1	3	ENSTGUG00000009896
100219135	ZMAT2	zinc finger matrin-type 2	1	
100219139	KCNT2	potassium sodium-activated channel subfamily T member 2	10	ENSTGUG00000004186
100219140	FAM210B	family with sequence similarity 210 member B	1	ENSTGUG00000018839
100219143	PTPRJ	protein tyrosine phosphatase receptor type J	1	ENSTGUG00000009007
100219144	MIOS	meiosis regulator for oocyte development	1	ENSTGUG00000001673
100219146	YME1L1	YME1 like 1 ATPase	1	ENSTGUG00000001114
100219147	FSTL4	follistatin like 4	3	ENSTGUG00000001305
100219148	SCUBE2	signal peptide, CUB domain and EGF like domain containing 2	1	ENSTGUG00000008276
100219149	FBXL21P	F-box and leucine rich repeat protein 21	3	ENSTGUG00000001232
100219150	KCNK10	potassium two pore domain channel subfamily K member 10	4	ENSTGUG00000012403
100219153	PKD2	polycystin 2, transient receptor potential cation channel	2	ENSTGUG00000002213
100219154	TMED8	transmembrane p24 trafficking protein family member 8	1	ENSTGUG00000023236
100219155	RPUSD2	RNA pseudouridine synthase domain containing 2	1	ENSTGUG00000007353
100219156	TTI1	TELO2 interacting protein 1	1	
100219160	GOLM1	golgi membrane protein 1	1	ENSTGUG00000003022
100219161	MERTK	MER proto-oncogene, tyrosine kinase	2	ENSTGUG00000007420
100219162	MIA2	MIA SH3 domain ER export factor 2	5	ENSTGUG00000012056
100219166	FBXO41	F-box protein 41	2	
100219167	PLXNB1	plexin B1	2	ENSTGUG00000008434
100219168	MICAL3	microtubule associated monooxygenase, calponin and LIM domain containing 3	6	ENSTGUG00000020852
100219171	BORCS5	BLOC-1 related complex subunit 5	4	ENSTGUG00000027478
100219172	CHD7	chromodomain helicase DNA binding protein 7	6	ENSTGUG00000011196
100219173	CCDC66	coiled-coil domain containing 66	5	ENSTGUG00000007093
100219176	EIPR1	EARP complex and GARP complex interacting protein 1	5	ENSTGUG00000012973
100219178	GLT8D1	glycosyltransferase 8 domain containing 1	6	ENSTGUG00000005754
100219180	PARVG	parvin gamma	3	ENSTGUG00000011975
100219185	TTLL1	TTL family tubulin polyglutamylase complex subunit L1	2	ENSTGUG00000012037
100219191	RAB43	RAB43, member RAS oncogene family	1	ENSTGUG00000021700
100219192	ATAD5	ATPase family AAA domain containing 5	2	ENSTGUG00000004944
100219193	PCDH15	protocadherin related 15	8	ENSTGUG00000016392
100219194	SNX2	sorting nexin 2	2	ENSTGUG00000001125
100219195	PRKCA	protein kinase C alpha	4	ENSTGUG00000004257
100219198	NKX6-2	NK6 homeobox 2	1	ENSTGUG00000011692
100219200	RIMS2	regulating synaptic membrane exocytosis 2	50	ENSTGUG00000012161
100219202	MBOAT2	membrane bound O-acyltransferase domain containing 2	4	ENSTGUG00000013004
100219204	WWP1	WW domain containing E3 ubiquitin protein ligase 1	3	ENSTGUG00000011745
100219206	SRPK1	SRSF protein kinase 1	2	ENSTGUG00000001648
100219208	PTP4A1	protein tyrosine phosphatase 4A1	2	ENSTGUG00000012777
100219209	VCPIP1	valosin containing protein interacting protein 1	1	ENSTGUG00000011305
100219212	ARHGDIA	Rho GDP dissociation inhibitor alpha	1	
100219213	RNPEPL1	arginyl aminopeptidase like 1	2	ENSTGUG00000010032
100219215	CA5A	carbonic anhydrase 5A	4	ENSTGUG00000007678
100219216	GNAL	G protein subunit alpha L	4	ENSTGUG00000009707
100219217	CEPT1	choline/ethanolamine phosphotransferase 1	3	ENSTGUG00000001383
100219218	FOXJ2	forkhead box J2	3	ENSTGUG00000013133
100219219	CCDC50	coiled-coil domain containing 50	2	ENSTGUG00000026038
100219220	DENND2C	DENN domain containing 2C	1	ENSTGUG00000001005
100219222	CAPN5	calpain 5	1	ENSTGUG00000013052
100219225	ZBTB43	zinc finger and BTB domain containing 43	4	ENSTGUG00000019980
100219227	ATP11B	ATPase phospholipid transporting 11B (putative)	12	ENSTGUG00000010523
100219228	HTATSF1	HIV-1 Tat specific factor 1	1	ENSTGUG00000002099
100219230	GDAP2	ganglioside induced differentiation associated protein 2	2	ENSTGUG00000013358
100219231	AAMDC	adipogenesis associated Mth938 domain containing	4	ENSTGUG00000013026
100219232	LIX1L	limb and CNS expressed 1 like	1	
100219235	NBAS	NBAS subunit of NRZ tethering complex	1	ENSTGUG00000013092
100219240	ATP8B2	ATPase phospholipid transporting 8B2	4	ENSTGUG00000003921
100219248	TTC39C	tetratricopeptide repeat domain 39C	1	ENSTGUG00000010516
100219249	HMCES	5-hydroxymethylcytosine binding, ES cell specific	1	ENSTGUG00000007825
100219257	ENPP2	ectonucleotide pyrophosphatase/phosphodiesterase 2	10	ENSTGUG00000012352
100219259	SNX14	sorting nexin 14	5	ENSTGUG00000012482
100219262	CAMK4	calcium/calmodulin dependent protein kinase IV	2	ENSTGUG00000000999
100219263	PHC3	polyhomeotic homolog 3	4	ENSTGUG00000026531
100219267	USP13	ubiquitin specific peptidase 13	2	ENSTGUG00000010622
100219269	ME1	malic enzyme 1	1	ENSTGUG00000012540
100219276	ZYX	zyxin	9	ENSTGUG00000013238
100219280	TFRC	transferrin receptor	3	ENSTGUG00000009510
100219282	DENND1A	DENN domain containing 1A	3	ENSTGUG00000007024
100219289	KCNA10	potassium voltage-gated channel subfamily A member 10	1	ENSTGUG00000000862
100219290	LRP1	LDL receptor related protein 1	6	ENSTGUG00000015747
100219291	MORN5	MORN repeat containing 5	3	ENSTGUG00000006779
100219292	ZIC3	Zic family member 3	1	ENSTGUG00000002155
100219294	ZBTB10	zinc finger and BTB domain containing 10	1	
100219295	SST	somatostatin	1	ENSTGUG00000027783
100219296	USP5	ubiquitin specific peptidase 5	2	ENSTGUG00000013294
100219298	PDLIM1	PDZ and LIM domain 1	2	ENSTGUG00000007148
100219299	PCNX2	pecanex 2	3	ENSTGUG00000010143
100219301	TTC13	tetratricopeptide repeat domain 13	3	ENSTGUG00000009894
100219302	REEP3	receptor accessory protein 3	1	ENSTGUG00000005188
100219306	PARS2	prolyl-tRNA synthetase 2, mitochondrial	2	ENSTGUG00000009489
100219307	SERAC1	serine active site containing 1	5	ENSTGUG00000011073
100219308	KIAA0319	KIAA0319 ortholog	6	ENSTGUG00000006487
100219309	EXOC8	exocyst complex component 8	1	ENSTGUG00000018403
100219310	FOXL3	forkhead box L3	1	ENSTGUG00000028582
100219313	RADIL	Rap associating with DIL domain	2	ENSTGUG00000007743
100219314	EDN1	endothelin 1	1	ENSTGUG00000005833
100219315	MAST2	microtubule associated serine/threonine kinase 2	9	ENSTGUG00000008089
100219316	KDELR2	KDEL endoplasmic reticulum protein retention receptor 2	1	ENSTGUG00000008903
100219317	CDKAL1	CDK5 regulatory subunit associated protein 1 like 1	4	ENSTGUG00000006350
100219321	TAL1	TAL bHLH transcription factor 1, erythroid differentiation factor	3	ENSTGUG00000008542
100219323	MTMR7	myotubularin related protein 7	2	ENSTGUG00000007209
100219326	SLC23A2	solute carrier family 23 member 2	1	ENSTGUG00000004082,ENSTGUG00000019840
100219329	PPIH	peptidylprolyl isomerase H	3	ENSTGUG00000017267
100219333	SDR42E1	short chain dehydrogenase/reductase family 42E, member 1	1	
100219334	PRRC1	proline rich coiled-coil 1	3	ENSTGUG00000006537
100219336	AGRN	agrin	8	ENSTGUG00000004020
100219339	CHRNA3	cholinergic receptor nicotinic alpha 3 subunit	1	ENSTGUG00000003469
100219340	RET	ret proto-oncogene	2	ENSTGUG00000006250
100219341	LIPG	lipase G, endothelial type	1	ENSTGUG00000000061
100219343	GPR85	G protein-coupled receptor 85	4	ENSTGUG00000027748
100219344	DYM	dymeclin	6	ENSTGUG00000000035
100219347	RASGEF1A	RasGEF domain family member 1A	5	ENSTGUG00000006196
100219349	SPG11	SPG11 vesicle trafficking associated, spatacsin	3	ENSTGUG00000009831
100219351	NUP133	nucleoporin 133	1	ENSTGUG00000010013
100219352	ERMARD	ER membrane associated RNA degradation	4	ENSTGUG00000009754
100219355	QKI	QKI, KH domain containing RNA binding	16	ENSTGUG00000009383
100219356	THUMPD1	THUMP domain containing 1	1	ENSTGUG00000009247
100219357	LRP8	LDL receptor related protein 8	2	ENSTGUG00000009223
100219358	FBXO30	F-box protein 30	2	ENSTGUG00000010780
100219360	MRM2	mitochondrial rRNA methyltransferase 2	1	ENSTGUG00000008183
100219363	ZSWIM5	zinc finger SWIM-type containing 5	1	
100219364	NUDT1	nudix hydrolase 1	1	ENSTGUG00000025699
100219370	DLC1	DLC1 Rho GTPase activating protein	5	ENSTGUG00000007345
100219371	DPH2	diphthamide biosynthesis 2	4	ENSTGUG00000007516
100219372	GPAT4	glycerol-3-phosphate acyltransferase 4	2	ENSTGUG00000005211
100219373	NHERF2	NHERF family PDZ scaffold protein 2	2	
100219374	MIGA1	mitoguardin 1	1	ENSTGUG00000006940
100219377	PRIMPOL	primase and DNA directed polymerase	6	ENSTGUG00000006701
100219378	IL1RAPL1	interleukin 1 receptor accessory protein like 1	1	ENSTGUG00000007085
100219380	GMCL1	germ cell-less 1, spermatogenesis associated	2	ENSTGUG00000003691
100219381	EXOC3L1	exocyst complex component 3 like 1	3	ENSTGUG00000005376
100219382	CLOCK	clock circadian regulator	10	ENSTGUG00000007513
100219383	C2CD2	C2 calcium dependent domain containing 2	2	
100219384	GNG5	G protein subunit gamma 5	1	ENSTGUG00000021033
100219385	ACOT12	acyl-CoA thioesterase 12	4	ENSTGUG00000006971
100219388	PLCG2	phospholipase C gamma 2	2	ENSTGUG00000004405
100219390	RAD23B	RAD23 homolog B, nucleotide excision repair protein	1	ENSTGUG00000006372
100219391	CLCN3	chloride voltage-gated channel 3	5	ENSTGUG00000006161
100219392	PTPRZ1	protein tyrosine phosphatase receptor type Z1	9	ENSTGUG00000004543
100219393	BLOC1S2	biogenesis of lysosomal organelles complex 1 subunit 2	2	
100219396	PLAGL1	PLAG1 like zinc finger 1	4	ENSTGUG00000011026
100219397	NOLC1	nucleolar and coiled-body phosphoprotein 1	2	ENSTGUG00000007368
100219399	PTPN9	protein tyrosine phosphatase non-receptor type 9	1	ENSTGUG00000003738
100219400	ENC1	ectodermal-neural cortex 1	1	ENSTGUG00000005945
100219401	HECA	hdc homolog, cell cycle regulator	1	
100219402	SPSB1	splA/ryanodine receptor domain and SOCS box containing 1	3	ENSTGUG00000029552
100219404	SLC38A2	solute carrier family 38 member 2	1	ENSTGUG00000006125
100219405	RGMA	repulsive guidance molecule BMP co-receptor a	1	ENSTGUG00000029290
100219406	ZNF800	zinc finger protein 800	2	ENSTGUG00000004194
100219409	NID1	nidogen 1	1	ENSTGUG00000010336
100219411	CCDC93	coiled-coil domain containing 93	2	ENSTGUG00000011578
100219412	ANKRD17	ankyrin repeat domain 17	8	ENSTGUG00000001580
100219416	CPD	carboxypeptidase D	1	ENSTGUG00000006560
100219424	TAF15	TATA-box binding protein associated factor 15	1	ENSTGUG00000004702
100219430	TRAM2	translocation associated membrane protein 2	1	ENSTGUG00000013281
100219432	PARP8	poly(ADP-ribose) polymerase family member 8	3	ENSTGUG00000002355
100219433	PTRH2	peptidyl-tRNA hydrolase 2	2	ENSTGUG00000007610
100219436	UBAP1	ubiquitin associated protein 1	5	ENSTGUG00000001708
100219439	PIAS4	protein inhibitor of activated STAT 4	1	ENSTGUG00000001000
100219440	KIAA1549L	KIAA1549 like	2	ENSTGUG00000005085
100219446	HAUS8	HAUS augmin like complex subunit 8	1	ENSTGUG00000000469
100219448	BPNT1	3'(2'), 5'-bisphosphate nucleotidase 1	1	ENSTGUG00000002789
100219449	SF3A2	splicing factor 3a subunit 2	1	ENSTGUG00000000305
100219453	ARRDC2	arrestin domain containing 2	2	ENSTGUG00000000411
100219457	LRP1B	LDL receptor related protein 1B	3	ENSTGUG00000011849
100219458	PPARGC1B	PPARG coactivator 1 beta	1	ENSTGUG00000000232
100219462	DCTN4	dynactin subunit 4	2	ENSTGUG00000000845
100219464	CLUH	clustered mitochondria homolog	2	ENSTGUG00000008810
100219466	RBM27	RNA binding motif protein 27	3	ENSTGUG00000000085
100219468	RCHY1	ring finger and CHY zinc finger domain containing 1	1	ENSTGUG00000001787
100219471	ARL5A	ADP ribosylation factor like GTPase 5A	2	ENSTGUG00000024176
100219472	SDAD1	SDA1 domain containing 1	1	ENSTGUG00000001665
100219474	GULP1	GULP PTB domain containing engulfment adaptor 1	11	ENSTGUG00000011065
100219482	SRR	serine racemase	2	ENSTGUG00000005866
100219483	SLC39A10	solute carrier family 39 member 10	7	ENSTGUG00000010699
100219484	APLF	aprataxin and PNKP like factor	1	ENSTGUG00000028592
100219487	DNM2	dynamin 2	4	ENSTGUG00000015262
100219488	CAPN7	calpain 7	3	ENSTGUG00000029094
100219489	PIGO	phosphatidylinositol glycan anchor biosynthesis class O	4	ENSTGUG00000001774
100219490	FNDC4	fibronectin type III domain containing 4	3	
100219491	CUX1	cut like homeobox 1	8	ENSTGUG00000004386
100219493	C1D	C1D nuclear receptor corepressor	3	ENSTGUG00000029046
