NCBI.GeneID	Symbol	Description	Transcripts	Ensembl.GeneIDs	external_gene_name	chromosome_name	start_position	end_position
100219192	ATAD5	ATPase family AAA domain containing 5	2	ENSTGUG00000004944	ATAD5	18	4063994	4079524
100219193	PCDH15	protocadherin related 15	8	ENSTGUG00000016392	PCDH15	6	4229379	4491622
100219194	SNX2	sorting nexin 2	2	ENSTGUG00000001125	SNX2	Z	30278861	30312825
100219195	PRKCA	protein kinase C alpha	4	ENSTGUG00000004257	PRKCA	18	3126784	3269099
100219198	NKX6-2	NK6 homeobox 2	1	ENSTGUG00000011692	NKX6-2	6	35459847	35462576
100219200	RIMS2	regulating synaptic membrane exocytosis 2	50	ENSTGUG00000012161	RIMS2	2	131428885	131874728
100219202	MBOAT2	membrane bound O-acyltransferase domain containing 2	4	ENSTGUG00000013004	MBOAT2	3	16173708	16265425
100219204	WWP1	WW domain containing E3 ubiquitin protein ligase 1	3	ENSTGUG00000011745	WWP1	2	124894790	124998071
100219206	SRPK1	SRSF protein kinase 1	2	ENSTGUG00000001648	SRPK1	26	1358586	1381249
100219208	PTP4A1	protein tyrosine phosphatase 4A1	2	ENSTGUG00000012777	PTP4A1	3	26655234	26669050
100219209	VCPIP1	valosin containing protein interacting protein 1	1	ENSTGUG00000011305	VCPIP1	2	117105386	117122222
100219212	ARHGDIA	Rho GDP dissociation inhibitor alpha	1		NA	NA	NA	NA
100219213	RNPEPL1	arginyl aminopeptidase like 1	2	ENSTGUG00000010032	RNPEPL1	9	16865347	16884842
100219215	CA5A	carbonic anhydrase 5A	4	ENSTGUG00000007678	CA5B	11	10419150	10438502
100219216	GNAL	G protein subunit alpha L	4	ENSTGUG00000009707	GNAL	2	99132482	99314646
100219217	CEPT1	choline/ethanolamine phosphotransferase 1	3	ENSTGUG00000001383	MYBPH	26	6521395	6599380
100219218	FOXJ2	forkhead box J2	3	ENSTGUG00000013133	FOXJ2	1	27980640	28007679
100219219	CCDC50	coiled-coil domain containing 50	2	ENSTGUG00000026038		9	14520361	14562959
100219220	DENND2C	DENN domain containing 2C	1	ENSTGUG00000001005	DENND2C	26	4061050	4087627
100219222	CAPN5	calpain 5	1	ENSTGUG00000013052	CAPN5	1	28846087	28898161
100219225	ZBTB43	zinc finger and BTB domain containing 43	4	ENSTGUG00000019980	ZBTB43	17	11514432	11524060
100219227	ATP11B	ATPase phospholipid transporting 11B (putative)	12	ENSTGUG00000010523	ATP11B	9	17756860	17821994
100219228	HTATSF1	HIV-1 Tat specific factor 1	1	ENSTGUG00000002099	HTATSF1	4A	43470	89514
100219230	GDAP2	ganglioside induced differentiation associated protein 2	2	ENSTGUG00000013358	GDAP2	1	25110641	25134514
100219231	AAMDC	adipogenesis associated Mth938 domain containing	4	ENSTGUG00000013026	AAMDC	1	29250373	29260749
100219232	LIX1L	limb and CNS expressed 1 like	1		NA	NA	NA	NA
100219235	NBAS	NBAS subunit of NRZ tethering complex	1	ENSTGUG00000013092	NBAS	3	13101664	13260406
100219240	ATP8B2	ATPase phospholipid transporting 8B2	4	ENSTGUG00000003921	ATP8B2	25	222147	231358
100219248	TTC39C	tetratricopeptide repeat domain 39C	1	ENSTGUG00000010516	TTC39C	2	105146712	105183326
100219249	HMCES	5-hydroxymethylcytosine binding, ES cell specific	1	ENSTGUG00000007825	HMCES	12	11532625	11538016
100219257	ENPP2	ectonucleotide pyrophosphatase/phosphodiesterase 2	10	ENSTGUG00000012352	ENPP2	2	137942053	137999449
100219259	SNX14	sorting nexin 14	5	ENSTGUG00000012482	SNX14	3	35313228	35359562
100219262	CAMK4	calcium/calmodulin dependent protein kinase IV	2	ENSTGUG00000000999	CAMK4	Z	27539563	27677715
100219263	PHC3	polyhomeotic homolog 3	4	ENSTGUG00000026531	PHC3	9	21604685	21636288
100219267	USP13	ubiquitin specific peptidase 13	2	ENSTGUG00000010622	USP13	9	18804286	18853984
100219269	ME1	malic enzyme 1	1	ENSTGUG00000012540	ME1	3	34362486	34520349
100219276	ZYX	zyxin	9	ENSTGUG00000013238	ZYX	1	26765441	26778223
100219280	TFRC	transferrin receptor	3	ENSTGUG00000009510	TFRC	9	15924113	15942582
100219282	DENND1A	DENN domain containing 1A	3	ENSTGUG00000007024	DENND1A	17	10316027	10463822
100219289	KCNA10	potassium voltage-gated channel subfamily A member 10	1	ENSTGUG00000000862	KCNA10	26	4715987	4717537
100219290	LRP1	LDL receptor related protein 1	6	ENSTGUG00000015747		29	1576044	1640884
100219291	MORN5	MORN repeat containing 5	3	ENSTGUG00000006779	MORN5	17	10010584	10025035
100219292	ZIC3	Zic family member 3	1	ENSTGUG00000002155	ZIC3	4A	285222	288759
100219294	ZBTB10	zinc finger and BTB domain containing 10	1		NA	NA	NA	NA
100219295	SST	somatostatin	1	ENSTGUG00000027783	SST	9	15753497	15754901
100219296	USP5	ubiquitin specific peptidase 5	2	ENSTGUG00000013294	USP5	1	26478559	26496121
100219298	PDLIM1	PDZ and LIM domain 1	2	ENSTGUG00000007148	PDLIM1	6	15475301	15519382
100219299	PCNX2	pecanex 2	3	ENSTGUG00000010143	PCNX2	3	70250432	70401324
100219301	TTC13	tetratricopeptide repeat domain 13	3	ENSTGUG00000009894	TTC13	3	72030284	72095209
100219302	REEP3	receptor accessory protein 3	1	ENSTGUG00000005188	REEP3	6	5302361	5347481
100219306	PARS2	prolyl-tRNA synthetase 2, mitochondrial	2	ENSTGUG00000009489	PARS2	8	6377202	6379919
100219307	SERAC1	serine active site containing 1	5	ENSTGUG00000011073	SERAC1	3	60891551	60917347
100219308	KIAA0319	KIAA0319 ortholog	6	ENSTGUG00000006487	KIAA0319	2	71040452	71097316
100219309	EXOC8	exocyst complex component 8	1	ENSTGUG00000018403	EXOC8	3	71190320	71196144
100219310	FOXL3	forkhead box L3	1	ENSTGUG00000028582	FOXL3	14	2254054	2258758
100219313	RADIL	Rap associating with DIL domain	2	ENSTGUG00000007743	RADIL	14	4752519	4777510
100219314	EDN1	endothelin 1	1	ENSTGUG00000005833	EDN1	2	66239125	66243193
100219315	MAST2	microtubule associated serine/threonine kinase 2	9	ENSTGUG00000008089	MAST2	8	10568203	10754947
100219316	KDELR2	KDEL endoplasmic reticulum protein retention receptor 2	1	ENSTGUG00000008903	KDELR2	14	1150593	1217981
100219317	CDKAL1	CDK5 regulatory subunit associated protein 1 like 1	4	ENSTGUG00000006350	CDKAL1	2	69495015	69891975
100219321	TAL1	TAL bHLH transcription factor 1, erythroid differentiation factor	3	ENSTGUG00000008542	TAL1	8	9947288	9956035
100219323	MTMR7	myotubularin related protein 7	2	ENSTGUG00000007209	MTMR7	4	29665180	29706866
100219326	SLC23A2	solute carrier family 23 member 2	1	ENSTGUG00000004082,ENSTGUG00000019840	NA	NA	NA	NA
100219329	PPIH	peptidylprolyl isomerase H	3	ENSTGUG00000017267	PPIH	21	8838281	8847538
100219333	SDR42E1	short chain dehydrogenase/reductase family 42E, member 1	1		NA	NA	NA	NA
100219334	PRRC1	proline rich coiled-coil 1	3	ENSTGUG00000006537	PRRC1	Z	19151193	19173044
100219336	AGRN	agrin	8	ENSTGUG00000004020	AGRN	21	132160	190803
100219339	CHRNA3	cholinergic receptor nicotinic alpha 3 subunit	1	ENSTGUG00000003469	CHRNA3	10	584618	593110
100219340	RET	ret proto-oncogene	2	ENSTGUG00000006250	RET	6	10793825	10873029
100219341	LIPG	lipase G, endothelial type	1	ENSTGUG00000000061	LIPG	Z	1436918	1447429
100219343	GPR85	G protein-coupled receptor 85	4	ENSTGUG00000027748	GPR85	1A	24688316	24698693
100219344	DYM	dymeclin	6	ENSTGUG00000000035	DYM	Z	874083	1082195
100219347	RASGEF1A	RasGEF domain family member 1A	5	ENSTGUG00000006196	RASGEF1A	6	10595232	10744260
100219349	SPG11	SPG11 vesicle trafficking associated, spatacsin	3	ENSTGUG00000009831	SPG11	10	21259464	21289119
100219351	NUP133	nucleoporin 133	1	ENSTGUG00000010013	NUP133	3	71486727	71517300
100219352	ERMARD	ER membrane associated RNA degradation	4	ENSTGUG00000009754	ERMARD	3	72613575	72628221
100219355	QKI	QKI, KH domain containing RNA binding	16	ENSTGUG00000009383	QKI	3	75686048	75878324
100219356	THUMPD1	THUMP domain containing 1	1	ENSTGUG00000009247	THUMPD1	14	724647	728107
100219357	LRP8	LDL receptor related protein 8	2	ENSTGUG00000009223	LRP8	8	6806868	7030482
100219358	FBXO30	F-box protein 30	2	ENSTGUG00000010780	FBXO30	3	65358142	65375419
100219360	MRM2	mitochondrial rRNA methyltransferase 2	1	ENSTGUG00000008183	MRM2	14	3715866	3718770
100219363	ZSWIM5	zinc finger SWIM-type containing 5	1		NA	NA	NA	NA
100219364	NUDT1	nudix hydrolase 1	1	ENSTGUG00000025699	NUDT1	14	3718696	3726574
100219370	DLC1	DLC1 Rho GTPase activating protein	5	ENSTGUG00000007345	DLC1	4	28145493	28360207
100219371	DPH2	diphthamide biosynthesis 2	4	ENSTGUG00000007516	DPH2	8	11834163	11838060
100219372	GPAT4	glycerol-3-phosphate acyltransferase 4	2	ENSTGUG00000005211	GPAT4	22	214190	223984
100219373	NHERF2	NHERF family PDZ scaffold protein 2	2		NA	NA	NA	NA
100219374	MIGA1	mitoguardin 1	1	ENSTGUG00000006940	MIGA1	8	13355054	13390938
100219377	PRIMPOL	primase and DNA directed polymerase	6	ENSTGUG00000006701	PRIMPOL	4	32197213	32213177
100219378	IL1RAPL1	interleukin 1 receptor accessory protein like 1	1	ENSTGUG00000007085	IL1RAPL1	1	102130356	102785089
100219380	GMCL1	germ cell-less 1, spermatogenesis associated	2	ENSTGUG00000003691		22	5152105	5168147
100219381	EXOC3L1	exocyst complex component 3 like 1	3	ENSTGUG00000005376	EXOC3L1	11	5173294	5181747
100219382	CLOCK	clock circadian regulator	10	ENSTGUG00000007513	CLOCK	4	27572328	27632698
100219383	C2CD2	C2 calcium dependent domain containing 2	2		NA	NA	NA	NA
100219384	GNG5	G protein subunit gamma 5	1	ENSTGUG00000021033	GNG5	8	15655050	15659731
100219385	ACOT12	acyl-CoA thioesterase 12	4	ENSTGUG00000006971	ACOT12	Z	21934080	21960190
100219388	PLCG2	phospholipase C gamma 2	2	ENSTGUG00000004405	PLCG2	11	7644228	7699664
100219390	RAD23B	RAD23 homolog B, nucleotide excision repair protein	1	ENSTGUG00000006372	RAD23B	Z	18347800	18383824
100219391	CLCN3	chloride voltage-gated channel 3	5	ENSTGUG00000006161	CLCN3	4	37564641	37625187
100219392	PTPRZ1	protein tyrosine phosphatase receptor type Z1	9	ENSTGUG00000004543	PTPRZ1	1A	20831934	20962918
100219393	BLOC1S2	biogenesis of lysosomal organelles complex 1 subunit 2	2		NA	NA	NA	NA
100219396	PLAGL1	PLAG1 like zinc finger 1	4	ENSTGUG00000011026	PLAGL1	3	61314983	61394637
100219397	NOLC1	nucleolar and coiled-body phosphoprotein 1	2	ENSTGUG00000007368		6	15796504	15807453
100219399	PTPN9	protein tyrosine phosphatase non-receptor type 9	1	ENSTGUG00000003738	PTPN9	10	1690974	1703752
100219400	ENC1	ectodermal-neural cortex 1	1	ENSTGUG00000005945	ENC1	Z	65993979	66007142
100219401	HECA	hdc homolog, cell cycle regulator	1		NA	NA	NA	NA
100219402	SPSB1	splA/ryanodine receptor domain and SOCS box containing 1	3	ENSTGUG00000029552	SPSB1	21	745482	751901
100219404	SLC38A2	solute carrier family 38 member 2	1	ENSTGUG00000006125	SLC38A2	1A	28702873	28737877
100219405	RGMA	repulsive guidance molecule BMP co-receptor a	1	ENSTGUG00000029290	RGMA	10	15447243	15472746
100219406	ZNF800	zinc finger protein 800	2	ENSTGUG00000004194	ZNF800	1A	18886166	18934235
100219409	NID1	nidogen 1	1	ENSTGUG00000010336	NID1	3	69186880	69230556
100219411	CCDC93	coiled-coil domain containing 93	2	ENSTGUG00000011578	CCDC93	7	29755612	29789827
100219412	ANKRD17	ankyrin repeat domain 17	8	ENSTGUG00000001580	ANKRD17	4	67677100	67729931
100219416	CPD	carboxypeptidase D	1	ENSTGUG00000006560	CPD	19	3737926	3761978
100219424	TAF15	TATA-box binding protein associated factor 15	1	ENSTGUG00000004702	TAF15	19	5909133	5928662
100219430	TRAM2	translocation associated membrane protein 2	1	ENSTGUG00000013281	TRAM2	3	4281641	4301845
100219432	PARP8	poly(ADP-ribose) polymerase family member 8	3	ENSTGUG00000002355	PARP8	Z	53485054	53600443
100219433	PTRH2	peptidyl-tRNA hydrolase 2	2	ENSTGUG00000007610	PTRH2	19	2558746	2560191
100219436	UBAP1	ubiquitin associated protein 1	5	ENSTGUG00000001708	UBAP1	Z	46300310	46369786
100219439	PIAS4	protein inhibitor of activated STAT 4	1	ENSTGUG00000001000	PIAS4	28	1078101	1095811
100219440	KIAA1549L	KIAA1549 like	2	ENSTGUG00000005085	KIAA1549L	5	3661153	3733388
100219446	HAUS8	HAUS augmin like complex subunit 8	1	ENSTGUG00000000469	HAUS8	28	3276172	3283342
100219448	BPNT1	3'(2'), 5'-bisphosphate nucleotidase 1	1	ENSTGUG00000002789	BPNT1	3	104298996	104312413
100219449	SF3A2	splicing factor 3a subunit 2	1	ENSTGUG00000000305	SF3A2	28	4066857	4075407
100219453	ARRDC2	arrestin domain containing 2	2	ENSTGUG00000000411	ARRDC2	28	3466322	3476996
100219457	LRP1B	LDL receptor related protein 1B	3	ENSTGUG00000011849	LRP1B	7	33047258	33665705
100219458	PPARGC1B	PPARG coactivator 1 beta	1	ENSTGUG00000000232	PPARGC1B	13	16795755	16838510
100219462	DCTN4	dynactin subunit 4	2	ENSTGUG00000000845	DCTN4	13	11913538	11925654
100219464	CLUH	clustered mitochondria homolog	2	ENSTGUG00000008810	CLUH	19	352400	384872
100219466	RBM27	RNA binding motif protein 27	3	ENSTGUG00000000085	RBM27	13	17882375	17904249
100219468	RCHY1	ring finger and CHY zinc finger domain containing 1	1	ENSTGUG00000001787	RCHY1	4	66648950	66652887
100219471	ARL5A	ADP ribosylation factor like GTPase 5A	2	ENSTGUG00000024176	ARL5A	7	36692343	36705833
100219472	SDAD1	SDA1 domain containing 1	1	ENSTGUG00000001665	SDAD1	4	67297603	67310387
100219474	GULP1	GULP PTB domain containing engulfment adaptor 1	11	ENSTGUG00000011065	GULP1	7	25588280	25732008
100219482	SRR	serine racemase	2	ENSTGUG00000005866	SRR	19	4512765	4516433
100219483	SLC39A10	solute carrier family 39 member 10	7	ENSTGUG00000010699	SLC39A10	7	22992897	23085386
100219484	APLF	aprataxin and PNKP like factor	1	ENSTGUG00000028592		3	109900381	109915917
100219487	DNM2	dynamin 2	4	ENSTGUG00000015262		30	3674234	3693984
100219488	CAPN7	calpain 7	3	ENSTGUG00000029094	CAPN7	2	43041054	43072955
100219489	PIGO	phosphatidylinositol glycan anchor biosynthesis class O	4	ENSTGUG00000001774	PIGO	Z	47326829	47343643
100219490	FNDC4	fibronectin type III domain containing 4	3		NA	NA	NA	NA
100219491	CUX1	cut like homeobox 1	8	ENSTGUG00000004386	CUX1	19	6237441	6505428
100219493	C1D	C1D nuclear receptor corepressor	3	ENSTGUG00000029046	C1D	3	110050451	110061850
100219496	SYNRG	synergin gamma	5	ENSTGUG00000008265	SYNRG	19	1204241	1236670
100219499	FAM222B	family with sequence similarity 222 member B	2	ENSTGUG00000006204	FAM222B	19	4222758	4259879
100219505	GNA11	G protein subunit alpha 11	1	ENSTGUG00000000541	GNA11	28	2998066	3011997
100219506	QSER1	glutamine and serine rich 1	1	ENSTGUG00000004954	QSER1	5	3366975	3409115
100219508	RFX2	regulatory factor X2	5	ENSTGUG00000000369	RFX2	28	3553509	3625234
100219509	TIAM1	TIAM Rac1 associated GEF 1	7	ENSTGUG00000013461	TIAM1	1	18580851	18679795
100219510	TNFAIP8L1	TNF alpha induced protein 8 like 1	2	ENSTGUG00000018515	TNFAIP8L1	28	1911974	1919856
100219511	SYNPO	synaptopodin	1	ENSTGUG00000000864	SYNPO	13	11875987	11896730
100219515	NSD1	nuclear receptor binding SET domain protein 1	2	ENSTGUG00000000437	NSD1	13	14922529	14978295
100219519	CREM	cAMP responsive element modulator	8	ENSTGUG00000025735		2	13708429	13720895
100219520	ZNF652	zinc finger protein 652	1	ENSTGUG00000003462	ZNF652	27	817883	830391
100219524	AFF4	ALF transcription elongation factor 4	1	ENSTGUG00000000187	AFF4	13	17171964	17219388
100219525	SRSF1	serine and arginine rich splicing factor 1	2	ENSTGUG00000008416	SRSF1	19	1108681	1112131
100219528	NPDC1	neural proliferation, differentiation and control 1	3	ENSTGUG00000002413	NPDC1	17	271880	294491
100219530	BAG1	BAG cochaperone 1	4		NA	NA	NA	NA
100219531	SKIC3	SKI3 subunit of superkiller complex	6	ENSTGUG00000000732	SKIC3	Z	14290112	14341015
100219534	SCG2	secretogranin II	1	ENSTGUG00000007900	SCG2	9	8661705	8663582
100219536	CARD10	caspase recruitment domain family member 10	1		NA	NA	NA	NA
100219537	CBX6	chromobox 6	2	ENSTGUG00000010274	CBX6	1A	48167753	48185296
100219540	CABP7	calcium binding protein 7	1	ENSTGUG00000019028	CABP7	15	1793590	1801206
100219541	GPALPP1	GPALPP motifs containing 1	1	ENSTGUG00000012338	GPALPP1	1	57783992	57804019
100219545	SERTM1	serine rich and transmembrane domain containing 1	4	ENSTGUG00000025328	SERTM1	1	62462419	62477035
100219546	ETS1	ETS proto-oncogene 1, transcription factor	1	ENSTGUG00000000599	ETS1	24	1178585	1259702
100219549	MCAM	melanoma cell adhesion molecule	7		NA	NA	NA	NA
100219550	PHETA2	PH domain containing endocytic trafficking adaptor 2	2	ENSTGUG00000029353	PHETA2	1A	46624461	46630927
100219551	ZW10	zw10 kinetochore protein	1	ENSTGUG00000000244	ZW10	24	6513452	6522335
100219552	FAM234B	family with sequence similarity 234 member B	1	ENSTGUG00000009424	FAM234B	1A	45505590	45527657
100219554	UTP20	UTP20 small subunit processome component	1	ENSTGUG00000009053	UTP20	1A	44872041	44934853
100219555	UBE4A	ubiquitination factor E4A	1	ENSTGUG00000000083	UBE4A	24	7403397	7415350
100219561	CDH11	cadherin 11	3	ENSTGUG00000009849	CDH11	11	20339587	20608333
100219564	KCTD12	potassium channel tetramerization domain containing 12	1		NA	NA	NA	NA
100219567	CPXM2	carboxypeptidase X, M14 family member 2	1	ENSTGUG00000011397	CPXM2	6	31273958	31344029
100219571	VWA8	von Willebrand factor A domain containing 8	1	ENSTGUG00000012398	VWA8	1	56202303	56383429
100219572	SLC9A9	solute carrier family 9 member A9	1	ENSTGUG00000008723	SLC9A9	9	11300713	11479308
100219573	PCSK5	proprotein convertase subtilisin/kexin type 5	3	ENSTGUG00000000748	PCSK5	Z	14039660	14211128
100219574	TNC	tenascin C	4	ENSTGUG00000003200	TNC	17	3191640	3265541
100219575	ATP7B	ATPase copper transporting beta	1	ENSTGUG00000012069	ATP7B	1	60421488	60452226
100219578	USP20	ubiquitin specific peptidase 20	4	ENSTGUG00000004503	USP20	17	6527525	6555256
100219579	MKRN1	makorin ring finger protein 1	4	ENSTGUG00000011669		1A	56638161	56664820
100219580	CAVIN4	caveolae associated protein 4	1	ENSTGUG00000008631	CAVIN4	2	90474046	90647939
100219581	INPP5D	inositol polyphosphate-5-phosphatase D	2	ENSTGUG00000007342	INPP5D	9	6510712	6608353
100219582	CDC40	cell division cycle 40	1	ENSTGUG00000012071	CDC40	3	45696488	45734214
100219584	AMOTL2	angiomotin like 2	4		NA	NA	NA	NA
100219585	TMEM203	transmembrane protein 203	4		NA	NA	NA	NA
100219586	CHPT1	choline phosphotransferase 1	3	ENSTGUG00000011346	CHPT1	1A	52959545	52982749
100219590	MRPL41	mitochondrial ribosomal protein L41	1	ENSTGUG00000002699	MRPL41	17	1492658	1493065
100219591	NUAK1	NUAK family kinase 1	1	ENSTGUG00000029187	NUAK1	1A	51424334	51563985
100219592	TRPC1	transient receptor potential cation channel subfamily C member 1	1	ENSTGUG00000008641	TRPC1	9	11123568	11140877
100219598	OSBP2	oxysterol binding protein 2	8	ENSTGUG00000010563	OSBP2	15	1375488	1476344
100219599	FBXL3	F-box and leucine rich repeat protein 3	2	ENSTGUG00000012555	FBXL3	1	45823570	45840940
100219600	JAM3	junctional adhesion molecule 3	1	ENSTGUG00000000662	JAM3	24	3620266	3651481
100219601	BRAF	B-Raf proto-oncogene, serine/threonine kinase	2	ENSTGUG00000011632	BRAF	1A	56439429	56517793
100219602	PIK3CB	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta	7	ENSTGUG00000005286	PIK3CB	9	853821	943979
100219605	GRIK4	glutamate ionotropic receptor kainate type subunit 4	1	ENSTGUG00000000432	GRIK4	24	4974784	5179118
100219608	THNSL2	threonine synthase like 2	4	ENSTGUG00000010864	THNSL2	4	6070703	6078924
100219619	OSTM1	osteoclastogenesis associated transmembrane protein 1	1	ENSTGUG00000012154	OSTM1	3	44799614	44808667
100219621	BTG1	BTG anti-proliferation factor 1	1	ENSTGUG00000008207	BTG1	1A	41652006	41654105
100219622	ILF3	interleukin enhancer binding factor 3	7	ENSTGUG00000013676,ENSTGUG00000022661	NA	NA	NA	NA
100219624	CA7	carbonic anhydrase 7	3	ENSTGUG00000009706	CA7	11	19450887	19461518
100219625	LAMC3	laminin subunit gamma 3	2	ENSTGUG00000004775	LAMC3	17	6974675	6993646
100219626	VAT1L	vesicle amine transport 1 like	1	ENSTGUG00000009137	VAT1L	11	16021940	16076982
100219633	SURF4	surfeit 4	1	ENSTGUG00000005505	SURF4	17	7852619	7865592
100219635	NAIF1	nuclear apoptosis inducing factor 1	3	ENSTGUG00000003526	NAIF1	17	5664508	5668388
100219636	CREB3L2	cAMP responsive element binding protein 3 like 2	2	ENSTGUG00000011582	CREB3L2	1A	56012178	56086446
100219638	GJA1	gap junction protein alpha 1	1	ENSTGUG00000011847	GJA1	3	50510475	50520424
100219639	PRPF4	pre-mRNA splicing tri-snRNP complex factor PRPF4	1	ENSTGUG00000002623	PRPF4	17	1371826	1380212
100219640	CAPRIN2	caprin family member 2	7	ENSTGUG00000011456	CAPRIN2	1A	54044779	54077484
100219643	DDI2	DNA damage inducible 1 homolog 2	1	ENSTGUG00000002081		21	5814737	5828823
100219644	VPS13C	vacuolar protein sorting 13 homolog C	5	ENSTGUG00000005229	VPS13C	10	5025597	5097180
100219645	SMAD1	SMAD family member 1	4	ENSTGUG00000002675	SMAD1	4	57327494	57370096
100219647	TRAK1	trafficking kinesin protein 1	6	ENSTGUG00000004685	TRAK1	2	44990941	45126044
100219648	MINAR1	membrane integral NOTCH2 associated receptor 1	3	ENSTGUG00000008095	MINAR1	10	13326568	13344779
100219649	SLC39A14	solute carrier family 39 member 14	3	ENSTGUG00000019629		22	2043464	2052920
100219652	SULF2	sulfatase 2	7	ENSTGUG00000008940	SULF2	20	15517720	15607597
100219653	ADAM10	ADAM metallopeptidase domain 10	1	ENSTGUG00000006081	ADAM10	10	7404980	7450680
